species	gene	compactness
Galen	LOC100899927	0.278851620238772
Galen	LOC100901517	0.811943253051798
Galen	LOC100898480	0.9110690633869442
Galen	LOC100902808	0.6639376218323587
Galen	LOC100899428	0.4967081199707388
Galen	LOC100900467	0.526685393258427
Galen	LOC100902223	0.4844493230881815
Galen	LOC100900937	0.6195587358378056
Galen	LOC100900592	0.44295774647887326
Galen	LOC100905230	0.6694091249065071
Galen	LOC100907874	0.2894838460548333
Galen	LOC100899056	0.5817531305903398
Galen	LOC100908819	0.6715250622111625
Galen	LOC100898491	0.6314993954050786
Galen	LOC100898224	0.7416627524659465
Galen	LOC100906733	0.5880795883770038
Galen	LOC100907677	0.839456106870229
Galen	LOC114828400	0.265874363327674
Galen	LOC100897757	0.3973102347845908
Galen	LOC100903293	1.0
Galen	LOC108863725	1.0
Galen	LOC100905700	0.3254612546125461
Galen	LOC100908600	0.2979628674574523
Galen	LOC100901223	0.6547441629408842
Galen	LOC100903862	0.5995546483577658
Galen	LOC100908223	0.44298245614035087
Galen	LOC100898623	0.9169811320754717
Galen	LOC100902619	0.5420875420875421
Galen	LOC108865258	0.9214876033057852
Galen	LOC100906686	0.6381805651274983
Galen	LOC100904924	0.5219213410702772
Galen	LOC114828212	0.10633869441816461
Galen	LOC100905322	0.1662936436884512
Galen	LOC100898477	0.857238158772515
Galen	LOC100903429	0.5471884248602433
Galen	LOC100904849	0.5983645983645983
Galen	LOC100900921	0.8057674418604651
Galen	LOC100901268	0.41037463976945243
Galen	LOC100907304	0.5028058361391695
Galen	LOC108864416	0.42250567883976936
Galen	LOC100902953	0.5278641473331739
Galen	LOC100905254	0.485728592889334
Galen	LOC100903629	0.10573821002646173
Galen	LOC100903085	0.5924242424242424
Galen	LOC108863994	0.5835694050991501
Galen	LOC100904841	0.4078590785907859
Galen	LOC100904952	0.4340942562592047
Galen	LOC108865150	1.0
Galen	LOC100906701	0.5359333917616126
Galen	LOC108864468	0.10939868620515412
Galen	LOC100906329	0.5444868128376231
Galen	LOC100902475	0.07919042647176934
Galen	LOC100907466	0.9048723897911833
Galen	LOC100900354	0.5724579663730984
Galen	LOC100909264	0.0883448642895157
Galen	LOC100903787	0.48923076923076925
Galen	LOC100908461	0.6788321167883211
Galen	LOC100906066	0.5979381443298969
Galen	LOC100903437	1.0
Galen	LOC100900797	0.5922680412371134
Galen	LOC100899221	0.15135608048993876
Galen	LOC100909242	0.31864406779661014
Galen	LOC100899160	0.24741488020176544
Galen	LOC100902567	0.6437823834196891
Galen	LOC100897727	0.6187750429307384
Galen	LOC100907836	0.6325921008961168
Galen	LOC100901317	0.5493583415597236
Galen	LOC100907535	1.0
Galen	LOC100904130	0.8602584814216478
Galen	LOC100907543	0.34718885151369533
Galen	LOC100907233	0.5223713646532439
Galen	LOC100904675	1.0
Galen	LOC100897272	0.5807497467071935
Galen	LOC100909267	1.0
Galen	LOC100908007	0.4352482960077897
Galen	LOC100900051	0.5855855855855856
Galen	LOC100901792	0.7576126674786845
Galen	LOC100898000	0.656786271450858
Galen	LOC100903002	0.6016733357584576
Galen	LOC100899652	0.4068181818181818
Galen	LOC100906342	0.056709809264305175
Galen	LOC100901332	0.18761081560283688
Galen	LOC108864528	0.7410008779631255
Galen	LOC100904660	0.27391462087314067
Galen	LOC100898813	0.5196037969459348
Galen	LOC100906077	1.0
Galen	LOC100900405	0.6345029239766082
Galen	LOC100902979	0.27880597014925373
Galen	LOC100903121	0.6302260761845773
Galen	LOC100897962	0.5430360804744222
Galen	LOC100900054	0.6763590391908976
Galen	LOC100899904	0.30278884462151395
Galen	LOC100904684	0.600250626566416
Galen	LOC100905341	0.5877672799602188
Galen	LOC100907865	0.48357870894677235
Galen	LOC100907773	0.1964835728952772
Galen	LOC100901894	0.21996018820123053
Galen	LOC100906584	0.7213622291021672
Galen	LOC100897394	0.08825538339864111
Galen	LOC100906264	0.2703368940016434
Galen	LOC100903395	0.7601028655400441
Galen	LOC100903374	0.5881818181818181
Galen	LOC100907004	0.4858715596330275
Galen	LOC100897665	0.8904833836858006
Galen	LOC100901564	0.6509519492293744
Galen	LOC100907912	0.622124326970142
Galen	LOC100904464	0.13548287087273292
Galen	LOC100903008	0.5947521865889213
Galen	LOC100902737	0.6757575757575758
Galen	LOC100907091	0.15170333569907735
Galen	LOC100899486	1.0
Galen	LOC100905985	0.1936912008854455
Galen	LOC100902375	0.3241772479917077
Galen	LOC100907518	0.29190134006603224
Galen	LOC100901084	0.7766524520255863
Galen	LOC100901609	0.8953662182361734
Galen	LOC108864873	0.3558215451577802
Galen	LOC100903110	0.5630861040068201
Galen	LOC100903992	0.4328459707582455
Galen	LOC100903397	0.3509279978939055
Galen	LOC100901486	0.8144859813084112
Galen	LOC108864164	0.7348277747402953
Galen	LOC100900684	0.6719367588932806
Galen	LOC100905070	0.5610328638497653
Galen	LOC100902034	0.6848739495798319
Galen	LOC114828455	0.025104900078230567
Galen	LOC100905934	0.579136690647482
Galen	LOC100899495	0.9386281588447654
Galen	KEG52_t19	1.0
Galen	LOC100903434	1.0
Galen	LOC100902501	0.6201594533029613
Galen	LOC100904202	0.6216914138153647
Galen	LOC100907287	0.7966557181248134
Galen	LOC100902623	1.0
Galen	LOC100899143	0.528587135788895
Galen	LOC100905415	0.6973387460532251
Galen	LOC100907411	0.28952541420949174
Galen	LOC100903225	0.5350782514840798
Galen	LOC108864739	1.0
Galen	LOC100906792	0.5078673444686517
Galen	LOC100904370	1.0
Galen	LOC100906857	0.30003369272237196
Galen	LOC100907731	0.7893927747886241
Galen	LOC100897695	0.21861520998864925
Galen	LOC100900745	0.47379186908718995
Galen	LOC108863965	0.7941952506596306
Galen	LOC100904855	0.8136222910216718
Galen	LOC100906293	0.15402214697538208
Galen	LOC100907566	0.7070090215128383
Galen	LOC100899914	0.6484098939929329
Galen	LOC100909297	0.499404052443385
Galen	LOC100908591	0.6118421052631579
Galen	LOC100899033	0.6396344945745288
Galen	LOC100905236	0.42629319157636475
Galen	LOC100903006	1.0
Galen	LOC100900869	0.49023638232271327
Galen	LOC100899667	0.9565783760312636
Galen	LOC100904221	1.0
Galen	LOC100900746	1.0
Galen	LOC100908506	0.6888354700854701
Galen	LOC100901166	0.2040041422160856
Galen	LOC100898926	0.24890829694323144
Galen	LOC100907586	0.3468912381293675
Galen	LOC100905800	0.5895652173913043
Galen	LOC100905816	0.5461077844311377
Galen	LOC114828334	1.0
Galen	LOC108864446	1.0
Galen	LOC108864166	0.19087403598971722
Galen	LOC100898397	0.7068702290076336
Galen	LOC108863641	0.4735099337748344
Galen	LOC100900968	0.8729050279329609
Galen	LOC100898586	1.0
Galen	LOC100903614	1.0
Galen	LOC100909161	0.3609056265411343
Galen	LOC100908023	0.7216981132075472
Galen	LOC100902779	0.5652173913043478
Galen	LOC100906853	0.7408404057131028
Galen	LOC100904243	0.7359683794466403
Galen	LOC100906287	0.44929925803792253
Galen	LOC100899225	0.7454728370221329
Galen	LOC100900195	0.5678059536934951
Galen	LOC100897420	0.8137339055793992
Galen	LOC100906413	0.2573730617208878
Galen	KEG52_t12	1.0
Galen	LOC108863737	0.8694057226705796
Galen	LOC100897992	0.5572746206486164
Galen	LOC100899569	0.472562599893447
Galen	LOC100899628	1.0
Galen	LOC100908239	0.6943996776792909
Galen	LOC100899451	0.6935251798561151
Galen	LOC100907337	1.0
Galen	LOC100904142	0.36629926015400877
Galen	LOC100908439	0.5219123505976095
Galen	LOC100901689	0.739899961523663
Galen	LOC100899745	0.7852809608431889
Galen	LOC100903637	0.12137243047158404
Galen	LOC100904983	0.7182402372713791
Galen	LOC100906738	0.4257772587943366
Galen	LOC114828392	0.08734693877551021
Galen	LOC100904456	0.14189129862147687
Galen	LOC114828252	0.5272802998750521
Galen	LOC100907968	0.11249848466480786
Galen	LOC100904466	0.7559748427672957
Galen	LOC100905394	0.4805644961624164
Galen	LOC114827998	1.0
Galen	LOC100900230	0.04204369896270139
Galen	LOC100908029	0.01587450906610851
Galen	LOC100898701	0.5186875271621034
Galen	LOC100900837	0.7896505376344086
Galen	LOC100905450	0.47906566769501985
Galen	LOC100905679	0.5947605403192796
Galen	LOC100899436	0.8981793661496965
Galen	LOC100908230	1.0
Galen	LOC100901834	0.886107634543179
Galen	LOC114828007	0.466802860061287
Galen	LOC100897810	0.6356687898089172
Galen	LOC100902772	0.41670869053622456
Galen	LOC100900908	0.49688422433584783
Galen	LOC100908634	1.0
Galen	LOC100901935	0.5409119300437226
Galen	LOC100906079	0.09075334083900338
Galen	LOC100898584	0.3268663665994102
Galen	LOC100902707	0.8901408450704226
Galen	LOC100902053	0.5465162311955661
Galen	LOC100899091	0.6127046103018471
Galen	LOC100907070	0.25407560333167223
Galen	LOC100905298	0.16908341984528313
Galen	LOC100902126	0.7511572450554075
Galen	LOC100905651	0.4589041095890411
Galen	LOC100909008	0.6293103448275862
Galen	LOC100898098	0.7531806615776081
Galen	LOC100900393	0.5923055632438416
Galen	LOC100899641	0.6453106908529526
Galen	LOC100898169	0.48143236074270557
Galen	LOC100909182	0.6820809248554913
Galen	LOC100905039	0.9344316858046264
Galen	LOC100908070	0.3777043269230769
Galen	LOC100899471	0.6810330646487909
Galen	LOC100903800	0.042797783933518005
Galen	LOC100905395	0.22011200389578767
Galen	LOC100898969	0.7970011534025375
Galen	LOC100902144	0.7111650485436893
Galen	LOC100907023	0.7998324958123953
Galen	LOC100906501	0.8169522091974752
Galen	LOC108864565	0.8857536132140399
Galen	LOC100907794	0.7467911318553092
Galen	LOC100906822	0.5259019426456985
Galen	LOC100902185	0.7913875598086124
Galen	LOC100908838	0.6462526766595289
Galen	LOC100907980	0.3651821862348178
Galen	LOC114828533	0.8106722369920243
Galen	LOC100899038	0.8555359640055937
Galen	LOC100907360	1.0
Galen	LOC100898848	0.6825350467289719
Galen	LOC100905695	0.5422008547008547
Galen	LOC100902967	0.8733153638814016
Galen	LOC108864990	0.44729037476408734
Galen	LOC100906751	0.875438596491228
Galen	LOC100902055	0.917037037037037
Galen	LOC100903244	0.5793351610692254
Galen	LOC100899190	0.2692093850772823
Galen	LOC100906516	0.3018362662586075
Galen	LOC100908032	1.0
Galen	LOC100902033	0.5827338129496403
Galen	LOC100908024	1.0
Galen	LOC100898783	0.13123386157662903
Galen	LOC100906841	0.6719761075161772
Galen	LOC100908213	0.3473684210526316
Galen	LOC100907502	0.8323876036665212
Galen	LOC100905983	0.9335038363171355
Galen	LOC100909272	0.7716981132075472
Galen	LOC108865163	0.7805755395683454
Galen	LOC100902855	0.6596045197740112
Galen	LOC100904361	1.0
Galen	LOC100898383	0.764600715137068
Galen	LOC100903080	0.6610337972166997
Galen	LOC100906888	0.7568208778173191
Galen	LOC100897422	0.6126392056889843
Galen	LOC100898559	0.4218440185062789
Galen	LOC100901024	0.4721681588166602
Galen	LOC100898060	0.5176151761517616
Galen	LOC100908668	0.5046483909415972
Galen	LOC100908414	0.6586021505376344
Galen	LOC100902738	0.7391304347826086
Galen	LOC100897346	0.012631382693607402
Galen	LOC108865246	0.3838973162193699
Galen	LOC100901452	1.0
Galen	LOC100908166	0.35310858143607704
Galen	LOC100900905	0.6342943854324734
Galen	LOC100900959	1.0
Galen	LOC100897798	0.15859449192782527
Galen	LOC100906660	0.7107379375591296
Galen	LOC100908507	0.2551688039780162
Galen	LOC100903056	0.9406504065040651
Galen	LOC100904016	1.0
Galen	LOC100900098	0.5144198524480215
Galen	LOC100907795	0.4239910869026987
Galen	LOC100905950	1.0
Galen	LOC100904369	0.6375442739079102
Galen	LOC100907152	0.29782761037140854
Galen	LOC100904698	0.8949579831932774
Galen	LOC108863789	0.745945945945946
Galen	LOC100904233	0.4510846448319864
Galen	LOC100909065	0.5980392156862745
Galen	LOC100898700	0.08756080611535788
Galen	LOC100904360	0.5134516313680595
Galen	LOC100904950	0.28587929540860524
Galen	LOC114828298	0.3284059129045146
Galen	LOC100906811	1.0
Galen	LOC100906210	0.8806995627732667
Galen	LOC100901093	0.18256323300833688
Galen	LOC100906483	0.5643105446118193
Galen	LOC100908094	0.8053097345132744
Galen	LOC100901155	0.5092901381610291
Galen	LOC100902462	1.0
Galen	LOC100903946	0.6655328798185941
Galen	LOC100906829	0.6584549150920832
Galen	LOC100902760	0.6771472392638037
Galen	LOC114827980	1.0
Galen	LOC100906270	0.317741935483871
Galen	LOC100901081	0.8013744552463963
Galen	Trnad-guc_6	1.0
Galen	LOC100906034	0.5745682888540031
Galen	LOC100906130	0.24158309455587393
Galen	LOC100905878	0.49358288770053477
Galen	LOC108864050	0.8170212765957446
Galen	LOC100907716	0.7514910536779325
Galen	LOC100898043	0.3174781874472277
Galen	LOC100905675	0.6884920634920635
Galen	LOC100901747	0.6938569989929506
Galen	LOC100897808	0.37768779670483105
Galen	LOC100908034	0.38234771798969985
Galen	LOC100899185	0.4882827506723012
Galen	LOC100902960	0.4983776768332252
Galen	LOC100898598	1.0
Galen	LOC100897228	0.6936394429808054
Galen	LOC100900207	0.433288104929896
Galen	LOC100907283	0.5950502152080345
Galen	LOC100909326	1.0
Galen	LOC100898648	0.6560913705583756
Galen	LOC100901793	0.5268249780123131
Galen	LOC108865058	0.41469308844852587
Galen	LOC100898239	0.4529794339954298
Galen	LOC100903638	0.6994082840236686
Galen	LOC100900344	1.0
Galen	LOC114828629	1.0
Galen	LOC100907230	0.7453183520599251
Galen	LOC100904673	0.6652089407191448
Galen	LOC100906972	0.5105348460291734
Galen	LOC100904540	0.11578947368421053
Galen	LOC100907611	0.5559519948102497
Galen	LOC100908133	0.7258497316636852
Galen	LOC100908947	0.4698684613031508
Galen	LOC100909096	0.8078223080637373
Galen	LOC100899885	0.3470379368342366
Galen	LOC100905775	0.7668161434977578
Galen	LOC100904739	0.7083786724700761
Galen	LOC100897995	0.34782608695652173
Galen	LOC114828454	0.3855633802816901
Galen	LOC100904014	1.0
Galen	LOC100907010	0.8150193263390392
Galen	LOC100900701	0.3064176104329068
Galen	LOC100906156	0.7910265788831993
Galen	LOC100904394	0.33483435188163396
Galen	LOC114828607	1.0
Galen	LOC100902328	0.8579335793357934
Galen	LOC100903134	0.545549012816072
Galen	LOC100907554	0.5469953775038521
Galen	LOC108863822	0.19499542264266098
Galen	LOC100900012	1.0
Galen	LOC100904070	0.6935483870967742
Galen	LOC100904115	0.04736065746496681
Galen	LOC108864188	0.8062860808210391
Galen	LOC100904186	0.5711347274597189
Galen	LOC108863915	1.0
Galen	LOC100897331	0.6534280936454849
Galen	LOC100904140	0.6993180409175449
Galen	LOC100905931	0.24274061990212073
Galen	Trnar-ccu_1	1.0
Galen	LOC100900631	0.6168730650154799
Galen	LOC100899644	0.9051997463538364
Galen	LOC100902015	0.29544054220579175
Galen	LOC108863897	1.0
Galen	LOC100903517	0.05036456099503707
Galen	LOC108864608	1.0
Galen	LOC108864594	0.8611859838274932
Galen	LOC100897299	0.13719762665449567
Galen	LOC108864542	0.6461223561519218
Galen	LOC100907426	0.2707603230230078
Galen	LOC100898948	0.652348224513173
Galen	LOC100906628	0.7676537585421412
Galen	LOC108865281	0.9343263371699391
Galen	LOC100898174	0.08695848375451264
Galen	LOC100902918	0.6029411764705882
Galen	LOC100905495	0.024932779271571743
Galen	LOC100906463	0.6582875098193244
Galen	LOC100902250	0.6138592285901068
Galen	LOC108863689	0.9225512528473804
Galen	LOC100901484	1.0
Galen	LOC100909381	0.5139844108207244
Galen	LOC100903508	0.09509256025148445
Galen	LOC100900206	0.2640183931536595
Galen	LOC108864691	1.0
Galen	LOC100901918	0.7672702883970489
Galen	LOC108865028	1.0
Galen	LOC100908195	0.683853459972863
Galen	LOC100897915	0.8511627906976744
Galen	LOC100903167	0.6607191874828439
Galen	LOC100902890	0.7961042246395142
Galen	LOC100909304	0.24072425051944196
Galen	LOC100897690	0.5089064819396338
Galen	LOC100904203	0.9125230202578268
Galen	LOC100907435	1.0
Galen	LOC100900290	0.4472573839662447
Galen	LOC100906014	0.767188068388505
Galen	LOC100908324	0.38181818181818183
Galen	LOC100898913	0.4712707182320442
Galen	LOC100905498	0.8111764705882353
Galen	LOC100905368	0.1509929906542056
Galen	LOC100904228	0.7091660923501034
Galen	LOC100902844	0.6149156675472465
Galen	LOC100901210	0.4240933370818105
Galen	LOC100903706	1.0
Galen	LOC100906534	0.2910375843238034
Galen	LOC100905129	0.44116548375046694
Galen	LOC100903802	0.5274323335771763
Galen	LOC100898939	0.608617053329316
Galen	LOC100902912	0.42144731908511435
Galen	LOC100901178	0.653122648607976
Galen	LOC100906621	0.25608272506082724
Galen	LOC100906456	1.0
Galen	LOC100904759	0.7024453024453025
Galen	LOC108864857	1.0
Galen	LOC100905373	1.0
Galen	LOC100900291	0.8959025470653378
Galen	Trnad-guc	1.0
Galen	LOC100898746	0.5938303341902313
Galen	LOC100904692	0.5789193505456481
Galen	LOC100899789	0.7537372147915028
Galen	LOC100899596	0.17641166896206334
Galen	LOC100902356	0.5783542419732086
Galen	LOC100905786	0.39404553415061294
Galen	LOC100899307	0.532867946480512
Galen	LOC108863890	0.7790432801822323
Galen	LOC100905165	0.5515332197614992
Galen	LOC100904272	0.6565836298932385
Galen	LOC100902609	0.5683629675045984
Galen	LOC100905538	0.6029298380878951
Galen	LOC100900080	0.4715261958997722
Galen	LOC100903207	0.5867670364500792
Galen	LOC100898578	0.3313644418192558
Galen	LOC100908659	1.0
Galen	LOC108863814	1.0
Galen	LOC100904568	0.05665087696837793
Galen	LOC100906536	0.8936128139212972
Galen	LOC114828209	0.511578947368421
Galen	LOC100907154	0.6867167919799498
Galen	LOC100898829	0.2834618079887877
Galen	LOC108864395	0.8282107574094402
Galen	LOC100898635	0.7529411764705882
Galen	LOC100899052	0.83698224852071
Galen	LOC100900772	0.07950336480776253
Galen	LOC100901630	0.909853249475891
Galen	LOC100907127	0.35786630654962864
Galen	LOC100904072	1.0
Galen	LOC100902127	0.6630478488138319
Galen	LOC100905621	0.6613198900091659
Galen	LOC100905960	0.8055555555555556
Galen	LOC100907137	0.12606919935270094
Galen	LOC100904135	0.09773936170212766
Galen	LOC100908975	0.38537876281839234
Galen	LOC100905837	0.5227272727272727
Galen	LOC100905480	0.2133810858507215
Galen	LOC100899754	0.7243217054263565
Galen	LOC100897359	0.17314113095553554
Galen	LOC100904448	0.2279482518977868
Galen	LOC108865253	1.0
Galen	LOC100907292	1.0
Galen	LOC100897311	0.6710526315789473
Galen	LOC100905512	0.8967623701893708
Galen	LOC100898992	0.8958891867739053
Galen	LOC100908583	0.18677649154051648
Galen	LOC100901837	0.6372977138453635
Galen	LOC100907138	0.6260047281323877
Galen	LOC100908792	0.05141832192918355
Galen	LOC114828393	1.0
Galen	LOC100898253	0.7142857142857143
Galen	LOC100898996	0.7078872892826381
Galen	LOC100901780	1.0
Galen	LOC114828569	0.3917727717923604
Galen	LOC108863958	1.0
Galen	LOC100903295	0.7949152542372881
Galen	LOC100908513	0.4276543209876543
Galen	LOC100904339	0.7001725625539258
Galen	LOC100900064	0.5767395626242545
Galen	LOC108863940	0.7278255399454813
Galen	LOC100897337	0.5851692638366469
Galen	LOC100908173	0.30832476875642345
Galen	LOC100907135	0.5736470042878665
Galen	LOC100900210	1.0
Galen	LOC100898997	0.5674931129476584
Galen	LOC100902709	0.3971690258118235
Galen	LOC100900551	0.08936825885978428
Galen	LOC100904934	0.5315487571701721
Galen	LOC100901739	0.6261744966442953
Galen	LOC100907961	0.6266719118804092
Galen	LOC100902066	0.20364741641337386
Galen	LOC100909248	0.3640906062624917
Galen	LOC114828401	0.3029940119760479
Galen	LOC100899388	0.03420960392569226
Galen	LOC100905453	0.607541241162608
Galen	LOC100908497	0.6220748829953198
Galen	LOC108864177	0.6538901601830663
Galen	LOC108864477	0.6942482341069627
Galen	LOC100908192	0.7987258140632374
Galen	LOC100905730	0.7026785714285714
Galen	LOC100902028	0.20876288659793815
Galen	LOC100897848	0.5247793618465716
Galen	LOC108864786	0.7495451788963008
Galen	LOC100900994	0.3331015299026426
Galen	LOC100904709	0.5335868187579215
Galen	Trnae-uuc_5	1.0
Galen	LOC100906482	0.6778993435448578
Galen	LOC108864570	0.7632950990615224
Galen	LOC100907280	0.41486676016830293
Galen	LOC100903617	0.5970254957507082
Galen	LOC100906813	0.6887236679058241
Galen	LOC100897237	0.11460910440376051
Galen	KEG52_t18	1.0
Galen	LOC100907355	0.5219941348973607
Galen	LOC100908014	0.627906976744186
Galen	LOC100901759	0.4720921858120274
Galen	LOC100904146	0.6118012422360248
Galen	LOC108865162	0.9385863267670915
Galen	LOC108864785	1.0
Galen	LOC108863935	0.4253521126760563
Galen	LOC108864427	0.4689473684210526
Galen	LOC100901742	0.5657729367406786
Galen	Trnaa-agc_6	1.0
Galen	LOC100905933	0.2650472334682861
Galen	LOC100906160	0.6715451730931608
Galen	LOC108863809	1.0
Galen	LOC100899765	0.5771100309323907
Galen	LOC100899369	0.7632027257240205
Galen	LOC100907606	0.8
Galen	LOC100906815	0.6975712283979448
Galen	LOC100908923	0.800418410041841
Galen	LOC100901442	0.5635593220338984
Galen	LOC100907459	0.4513590844062947
Galen	LOC100901428	0.5739671257219013
Galen	LOC108865089	1.0
Galen	LOC100905583	0.5242566510172144
Galen	LOC100903217	0.3615977575332866
Galen	LOC100899948	1.0
Galen	LOC108864481	1.0
Galen	LOC100907929	0.3308970099667774
Galen	LOC100908951	1.0
Galen	LOC100906999	0.2256747561805398
Galen	LOC108864073	1.0
Galen	LOC100897483	0.6024915062287656
Galen	LOC100906756	0.721419185282523
Galen	LOC100898241	0.2890831469810937
Galen	LOC100897878	0.3046875
Galen	LOC114828470	0.16354710033752684
Galen	Trnaq-uug	1.0
Galen	LOC100907357	0.1551387260648691
Galen	LOC100905050	0.06747895715771886
Galen	LOC100899893	0.6725315126050421
Galen	LOC100908981	1.0
Galen	LOC100907442	1.0
Galen	LOC100909206	0.2755303729081565
Galen	LOC100907012	0.615852285521279
Galen	LOC100909173	0.5310026385224275
Galen	LOC100900859	0.2020536223616657
Galen	LOC108865038	1.0
Galen	LOC114828219	0.8021828103683493
Galen	LOC108864487	0.674648620510151
Galen	LOC100903582	1.0
Galen	LOC100907356	0.867983367983368
Galen	LOC100906173	0.7660944206008584
Galen	LOC100898582	1.0
Galen	LOC108865243	0.16692623531077447
Galen	LOC100906593	0.5821049022968804
Galen	LOC100899897	1.0
Galen	LOC108864620	0.5036420395421436
Galen	LOC100907634	0.7628205128205128
Galen	LOC100905849	0.5348338692390139
Galen	LOC100905715	0.33413379073756433
Galen	LOC100897814	0.7393205516313488
Galen	LOC100898795	0.736212880833012
Galen	LOC108865226	1.0
